,id,country,continent,date_of_birth,date_of_death,weight,gender,type,habitat
347,ELF0000347,Tanzania,Africa,03.11.1991,09.12.2016,2869,male,African,natural
348,ELF0000348,Uganda,Africa,12.03.2007,,5996,male,African,natural
349,ELF0000349,Zimbabwe,Africa,02.01.1973,21.06.1996,6452,male,African,natural
350,ELF0000350,Zambia,Africa,15.11.1973,06.07.1996,1880,female,African,natural
351,ELF0000351,Kenya,Africa,31.07.2023,,1528,female,African,natural
352,ELF0000352,Zambia,Africa,28.06.2002,,5480,male,African,natural
353,ELF0000353,Zimbabwe,Africa,06.08.2015,,4343,male,African,natural
354,ELF0000354,Sri Lanka,Asia,04.07.1990,18.04.2024,3263,female,Asian,natural
355,ELF0000355,Zimbabwe,Africa,16.06.1991,12.09.2023,1375,female,African,natural
356,ELF0000356,Botswana,Africa,28.08.1995,,3387,female,African,natural
357,ELF0000357,Kenya,Africa,01.06.2019,,6731,male,African,natural
358,ELF0000358,India,Asia,13.01.1981,20.10.2016,4889,male,African,natural
359,ELF0000359,Thailand,Asia,16.08.1988,14.01.2015,2995,female,Asian,natural
360,ELF0000360,Botswana,Africa,10.10.1985,26.02.2018,4336,female,African,natural
361,ELF0000361,Kenya,Africa,06.03.1984,21.09.2005,4056,male,African,natural
362,ELF0000362,Botswana,Africa,19.09.1993,12.04.2020,3739,male,Asian,natural
363,ELF0000363,Zambia,Africa,04.07.2004,,2928,female,African,natural
364,ELF0000364,Tanzania,Africa,02.02.2011,,2617,female,African,natural
365,ELF0000365,Zimbabwe,Africa,22.07.2007,,3725,male,African,natural
366,ELF0000366,Thailand,Asia,17.09.2008,,3698,female,Asian,natural
367,ELF0000367,Namibia,Africa,26.12.1980,06.02.2012,802,female,African,natural
368,ELF0000368,Botswana,Africa,21.02.2010,,2294,female,African,natural
369,ELF0000369,Zimbabwe,Africa,27.12.1981,28.04.2016,4905,male,African,natural
370,ELF0000370,Namibia,Africa,23.07.2010,,6055,male,African,natural
371,ELF0000371,Botswana,Africa,02.12.2002,,6611,male,African,natural
372,ELF0000372,Namibia,Africa,26.04.1984,06.10.2005,3107,female,African,natural
373,ELF0000373,Heard Island and McDonald Islands,,18.03.2003,,997,female,Asian,zoological garden
374,ELF0000374,Zimbabwe,Africa,07.09.2020,,7397,male,African,natural
375,ELF0000375,Zimbabwe,Africa,09.04.1977,20.03.2001,3052,female,African,natural
376,ELF0000376,Botswana,Africa,06.10.1985,11.05.2020,5001,male,African,natural
377,ELF0000377,Zambia,Africa,06.04.2021,,2622,female,African,natural
378,ELF0000378,Botswana,Africa,09.06.2005,,2104,female,African,natural
379,ELF0000379,Kenya,Africa,11.03.1977,05.05.2008,1687,female,African,natural
380,ELF0000380,Sri Lanka,Asia,02.12.2017,,4095,male,Asian,natural
381,ELF0000381,Namibia,Africa,12.08.2007,,1692,female,African,natural
382,ELF0000382,Zimbabwe,Africa,24.02.2001,,4441,male,African,natural
383,ELF0000383,Botswana,Africa,09.07.1996,,3776,female,African,natural
384,ELF0000384,Botswana,Africa,07.03.2013,,1942,female,African,natural
385,ELF0000385,Tanzania,Africa,24.11.1992,13.12.2012,1978,female,African,natural
386,ELF0000386,Zimbabwe,Africa,29.06.1973,27.08.2006,1907,male,Asian,natural
387,ELF0000387,Namibia,Africa,31.05.2010,,4276,male,African,natural
388,ELF0000388,Zimbabwe,Africa,07.04.1984,09.01.2019,3439,female,African,natural
389,ELF0000389,Zimbabwe,Africa,13.07.2018,,7192,male,African,natural
390,ELF0000390,Botswana,Africa,13.05.2007,,5063,male,African,natural
391,ELF0000391,Kenya,Africa,23.12.1980,10.02.2013,1805,female,African,natural
392,ELF0000392,Zimbabwe,Africa,27.08.2001,,3393,male,African,natural
393,ELF0000393,Mozambique,Africa,20.02.2001,09.06.2023,5199,female,African,natural
394,ELF0000394,Namibia,Africa,01.03.2011,,3448,male,African,natural
395,ELF0000395,Zimbabwe,Africa,04.10.1995,24.04.2022,2805,male,African,natural
396,ELF0000396,Zambia,Africa,03.05.1985,01.04.2018,6791,male,African,natural
397,ELF0000397,Botswana,Africa,28.01.2015,,3268,female,African,natural
398,ELF0000398,Namibia,Africa,27.02.1982,12.03.2011,5019,male,African,natural
399,ELF0000399,Mozambique,Africa,18.01.1994,,3625,male,African,natural
400,ELF0000400,Mozambique,Africa,04.12.1986,24.06.2022,2701,male,African,natural
401,ELF0000401,Kenya,Africa,11.02.1992,,2099,female,Asian,natural
402,ELF0000402,Gabon,Africa,03.01.1995,,4222,female,Asian,natural
403,ELF0000403,Botswana,Africa,17.04.1972,15.11.1997,4188,male,African,natural
404,ELF0000404,Zimbabwe,Africa,15.11.2022,,7086,male,African,natural
405,ELF0000405,Botswana,Africa,21.01.1999,,7657,male,African,natural
406,ELF0000406,Botswana,Africa,25.09.1982,10.12.2010,2624,female,African,natural
407,ELF0000407,South Africa,Africa,01.06.1975,29.01.2017,2436,female,African,natural
408,ELF0000408,Malaysia,Asia,26.02.1986,24.09.2008,2403,female,Asian,natural
409,ELF0000409,Zimbabwe,Africa,05.05.1999,,4559,male,Asian,natural
410,ELF0000410,Botswana,Africa,26.04.2004,,5431,male,Asian,natural
411,ELF0000411,Cameroon,Africa,29.12.1992,16.05.2018,3984,female,African,natural
412,ELF0000412,Botswana,Africa,24.01.1994,16.07.2024,5472,male,African,zoological garden
413,ELF0000413,Botswana,Africa,22.08.2007,,6676,male,African,natural
414,ELF0000414,Zambia,Africa,14.09.2009,,7166,male,African,natural
415,ELF0000415,Zambia,Africa,13.05.1990,21.10.2020,1939,female,Asian,natural
416,ELF0000416,DR Congo,Africa,02.07.1996,,4113,male,African,natural
417,ELF0000417,Thailand,Asia,20.03.2017,,2107,female,Asian,natural
418,ELF0000418,Kenya,Africa,30.10.1996,02.01.2024,1703,female,African,natural
419,ELF0000419,South Africa,Africa,01.04.1989,,2778,female,African,natural
420,ELF0000420,Tanzania,Africa,05.11.1993,,2113,female,African,natural
421,ELF0000421,Zimbabwe,Africa,27.09.1983,29.04.2019,2970,male,African,natural
422,ELF0000422,Botswana,Africa,12.02.1975,09.09.2009,6354,male,African,natural
423,ELF0000423,Zimbabwe,Africa,05.01.2022,,4422,male,African,natural
424,ELF0000424,Chad,Africa,08.05.2009,,2720,female,African,natural
425,ELF0000425,India,Asia,06.09.2006,,4182,female,Asian,natural
426,ELF0000426,Tanzania,Africa,23.06.2004,,3010,male,African,natural
427,ELF0000427,Kenya,Africa,04.05.1971,12.04.1998,2986,female,African,natural
428,ELF0000428,Botswana,Africa,21.02.2001,,2799,female,African,natural
429,ELF0000429,Zimbabwe,Africa,09.05.1989,29.01.2015,965,female,African,natural
430,ELF0000430,Zimbabwe,Africa,23.06.1977,09.11.2005,294,female,African,natural
431,ELF0000431,India,Asia,08.12.1982,02.07.2004,4237,male,African,natural
432,ELF0000432,Sri Lanka,Asia,16.06.1990,,1896,female,Asian,natural
433,ELF0000433,Cameroon,Africa,02.08.2007,,2805,female,African,natural
434,ELF0000434,Zimbabwe,Africa,26.03.1974,17.06.1999,2628,female,African,natural
435,ELF0000435,Gabon,Africa,26.06.1999,,2939,female,African,natural
436,ELF0000436,Tanzania,Africa,23.02.1981,06.07.2015,3504,male,African,natural
437,ELF0000437,Zimbabwe,Africa,14.09.1990,09.02.2022,5611,male,African,natural
438,ELF0000438,Tanzania,Africa,02.06.1993,25.09.2015,3605,male,African,natural
439,ELF0000439,Tanzania,Africa,03.01.2024,,4843,male,African,natural
440,ELF0000440,Kenya,Africa,25.02.2002,,4926,male,African,natural
441,ELF0000441,Angola,Africa,06.06.1995,28.05.2023,4400,female,African,natural
442,ELF0000442,Namibia,Africa,11.04.1992,14.01.2018,5143,male,African,natural
443,ELF0000443,Botswana,Africa,05.09.2006,,3171,female,African,natural
444,ELF0000444,Botswana,Africa,06.02.1991,29.06.2022,8422,male,African,natural
445,ELF0000445,Botswana,Africa,11.10.1983,05.06.2015,2267,female,African,natural
446,ELF0000446,Zimbabwe,Africa,16.08.2018,,7542,male,African,natural
447,ELF0000447,Kenya,Africa,11.07.2010,,2583,male,African,natural
448,ELF0000448,Kenya,Africa,03.08.1971,27.01.2005,3598,male,African,natural
449,ELF0000449,Botswana,Africa,12.01.1970,28.06.1996,7142,male,African,natural
450,ELF0000450,Botswana,Africa,08.09.2008,,1707,female,African,natural
451,ELF0000451,Cameroon,Africa,13.05.1974,05.01.2002,2430,female,African,natural
452,ELF0000452,Zambia,Africa,05.07.2017,,5918,male,African,natural
453,ELF0000453,Zimbabwe,Africa,19.12.1995,26.04.2018,1943,female,African,natural
454,ELF0000454,Zambia,Africa,22.07.2022,,6690,male,African,natural
455,ELF0000455,Cameroon,Africa,19.11.2002,,3731,female,African,natural
456,ELF0000456,Zimbabwe,Africa,14.03.1986,24.06.2018,2892,female,African,natural
457,ELF0000457,Botswana,Africa,11.08.1976,01.02.2008,3189,female,African,natural
458,ELF0000458,Botswana,Africa,14.04.1992,16.03.2024,1009,female,African,natural
459,ELF0000459,Zimbabwe,Africa,04.02.1975,06.01.1993,5953,male,African,natural
460,ELF0000460,Botswana,Africa,24.10.2012,,3504,male,African,natural
461,ELF0000461,Botswana,Africa,21.04.2010,,1867,female,African,natural
462,ELF0000462,Zimbabwe,Africa,02.08.2008,,5851,male,African,natural
463,ELF0000463,Tanzania,Africa,05.06.1972,16.11.2002,4243,female,African,natural
464,ELF0000464,Kenya,Africa,14.07.1989,15.04.2017,5180,male,African,natural
465,ELF0000465,Botswana,Africa,16.09.1992,06.05.2024,2281,female,African,natural
466,ELF0000466,Zimbabwe,Africa,13.07.2021,,7419,male,African,natural
467,ELF0000467,South Africa,Africa,29.10.1999,,3941,female,African,natural
468,ELF0000468,Botswana,Africa,01.04.1970,02.07.1997,4233,male,African,natural
469,ELF0000469,DR Congo,Africa,02.06.2005,,7175,male,African,natural
470,ELF0000470,Zimbabwe,Africa,24.07.2012,,4812,male,African,natural
471,ELF0000471,Tanzania,Africa,14.02.1980,21.08.2007,1840,female,African,natural
472,ELF0000472,Zambia,Africa,28.08.2022,,5296,male,African,natural
473,ELF0000473,Kenya,Africa,19.03.1999,,2851,female,African,natural
474,ELF0000474,Zimbabwe,Africa,14.01.1988,12.03.2015,2770,male,African,natural
475,ELF0000475,Zimbabwe,Africa,17.02.2005,,4925,male,African,natural
476,ELF0000476,Namibia,Africa,30.03.1993,,2012,female,African,natural
477,ELF0000477,Zambia,Africa,14.12.1998,03.07.2024,6867,male,African,natural
478,ELF0000478,Zimbabwe,Africa,31.07.1997,,3872,male,Asian,natural
479,ELF0000479,Tanzania,Africa,19.08.2022,,3677,male,African,natural
480,ELF0000480,Botswana,Africa,19.07.2000,,4739,male,African,natural
481,ELF0000481,Botswana,Africa,11.05.2006,,6143,male,African,natural
482,ELF0000482,Zimbabwe,Africa,22.08.2001,,1674,female,African,natural
483,ELF0000483,Botswana,Africa,16.10.1980,17.02.2015,3369,male,African,natural
484,ELF0000484,Botswana,Africa,25.01.1996,,4303,female,African,natural
485,ELF0000485,India,Asia,13.01.1999,15.11.2024,2010,female,Asian,natural
486,ELF0000486,Botswana,Africa,13.05.1980,31.07.2013,5784,male,African,natural
487,ELF0000487,Botswana,Africa,30.01.2003,,3254,male,African,natural
488,ELF0000488,Botswana,Africa,02.05.2006,,3561,male,Asian,natural
489,ELF0000489,Botswana,Africa,06.08.1996,17.11.2024,6018,male,African,natural
490,ELF0000490,Botswana,Africa,09.04.1973,07.03.2001,2448,female,African,natural
491,ELF0000491,Zimbabwe,Africa,27.06.2013,,5590,male,African,natural
492,ELF0000492,Zimbabwe,Africa,18.11.2009,,3825,female,African,natural
493,ELF0000493,Botswana,Africa,09.07.1987,11.04.2014,4383,male,African,natural
494,ELF0000494,Zimbabwe,Africa,26.11.2013,,7260,male,African,natural
495,ELF0000495,Botswana,Africa,20.01.1983,24.06.2010,3451,male,African,natural
496,ELF0000496,Tanzania,Africa,24.05.2006,,5222,male,African,natural
497,ELF0000497,Botswana,Africa,16.06.1976,04.12.2009,1392,female,African,natural
498,ELF0000498,Tanzania,Africa,20.04.2007,,5659,male,African,natural
499,ELF0000499,Botswana,Africa,14.11.2010,,1625,female,African,natural
500,ELF0000500,Botswana,Africa,02.12.1985,18.06.2013,6102,male,African,natural
501,ELF0000501,Botswana,Africa,16.04.1985,23.09.2015,8275,male,African,natural
502,ELF0000502,Namibia,Africa,23.04.1999,,1818,female,African,natural
503,ELF0000503,Kenya,Africa,14.07.1979,14.05.2012,5662,male,African,natural
504,ELF0000504,Tanzania,Africa,12.12.1975,03.09.2016,2555,female,African,natural
505,ELF0000505,Botswana,Africa,20.02.1998,26.02.2023,3855,male,African,natural
506,ELF0000506,Kenya,Africa,08.02.1983,22.03.2016,3820,male,African,natural
507,ELF0000507,South Africa,Africa,13.01.2015,,2906,female,African,natural
508,ELF0000508,Botswana,Africa,14.07.2012,,1095,female,African,natural
509,ELF0000509,Botswana,Africa,01.09.1999,,3005,female,African,natural
510,ELF0000510,Botswana,Africa,03.04.2014,,2156,female,African,natural
511,ELF0000511,Botswana,Africa,23.08.1987,21.03.2019,3702,male,Asian,natural
512,ELF0000512,Tanzania,Africa,20.11.1982,27.11.2016,5828,male,African,natural
513,ELF0000513,Botswana,Africa,25.07.2022,,6836,male,African,natural
514,ELF0000514,Namibia,Africa,14.09.2014,,4725,male,African,natural
515,ELF0000515,Botswana,Africa,09.02.1975,21.01.2009,4134,male,African,natural
516,ELF0000516,Botswana,Africa,22.12.1995,27.08.2022,3937,male,African,natural
517,ELF0000517,Botswana,Africa,04.03.2021,,3300,female,African,natural
518,ELF0000518,Botswana,Africa,17.04.2015,,2863,male,African,natural
519,ELF0000519,Botswana,Africa,22.03.2020,,4647,female,Asian,natural
520,ELF0000520,Botswana,Africa,13.06.2002,,4382,male,African,natural
521,ELF0000521,South Africa,Africa,13.11.1991,18.08.2023,5396,male,African,natural
522,ELF0000522,Zimbabwe,Africa,02.11.1999,,5212,male,African,natural
523,ELF0000523,Botswana,Africa,03.01.1996,01.04.2013,2244,female,African,natural
524,ELF0000524,Zimbabwe,Africa,29.07.1982,13.01.2017,4215,male,African,natural
525,ELF0000525,Kenya,Africa,26.08.1998,,2651,male,African,natural
526,ELF0000526,Botswana,Africa,06.09.1983,20.01.2017,5165,male,African,natural
527,ELF0000527,South Africa,Africa,11.09.1971,04.08.2006,2120,female,African,natural
528,ELF0000528,Zimbabwe,Africa,06.11.1972,05.08.2000,3540,female,African,natural
529,ELF0000529,Botswana,Africa,18.11.2000,,4643,male,African,natural
530,ELF0000530,Zimbabwe,Africa,11.03.2017,,3137,male,African,natural
531,ELF0000531,Botswana,Africa,05.12.1987,07.01.2018,5863,male,African,natural
532,ELF0000532,Botswana,Africa,23.10.1970,01.09.2000,9892,male,African,natural
533,ELF0000533,Namibia,Africa,28.09.1988,11.09.2021,6016,male,African,natural
534,ELF0000534,Kenya,Africa,05.05.2008,,7200,male,African,natural
535,ELF0000535,Mozambique,Africa,05.05.1993,04.11.2020,8421,male,African,natural
536,ELF0000536,Zimbabwe,Africa,17.04.1972,06.12.1998,4033,male,African,natural
537,ELF0000537,Namibia,Africa,01.01.2001,,6234,male,African,natural
538,ELF0000538,Kenya,Africa,23.09.1976,31.01.2013,5508,male,African,natural
539,ELF0000539,Zimbabwe,Africa,28.03.2000,,4741,male,African,natural
540,ELF0000540,Namibia,Africa,03.09.1993,,2889,female,African,natural
541,ELF0000541,Botswana,Africa,20.11.2002,,6230,male,Asian,natural
542,ELF0000542,Kenya,Africa,15.06.2002,,1615,female,African,natural
543,ELF0000543,Zimbabwe,Africa,20.11.2001,,4571,male,African,natural
544,ELF0000544,Tanzania,Africa,15.08.2002,,3552,female,African,natural
545,ELF0000545,Tanzania,Africa,24.07.2022,,2703,female,African,natural
546,ELF0000546,Tanzania,Africa,23.10.1980,03.03.2014,3076,female,African,natural
547,ELF0000547,South Africa,Africa,06.08.2002,,4057,female,African,natural
548,ELF0000548,Tanzania,Africa,18.06.1973,23.11.2000,5644,male,African,natural
549,ELF0000549,Zimbabwe,Africa,01.09.2020,,5797,male,African,natural
550,ELF0000550,Tanzania,Africa,09.10.2000,,6602,male,African,natural
551,ELF0000551,India,Asia,11.04.2010,,7572,male,Asian,natural
552,ELF0000552,Botswana,Africa,05.07.2018,,2725,female,African,natural
553,ELF0000553,Zimbabwe,Africa,25.09.1974,29.11.1999,4602,male,African,natural
554,ELF0000554,Zimbabwe,Africa,23.05.2012,,2665,female,Asian,natural
555,ELF0000555,Gabon,Africa,24.12.2007,,2744,female,African,natural
556,ELF0000556,Gabon,Africa,04.01.1971,11.01.1996,3409,female,African,natural
557,ELF0000557,Zimbabwe,Africa,28.03.1970,09.03.2003,5540,male,African,natural
558,ELF0000558,Botswana,Africa,26.04.1970,22.03.2009,4035,male,Asian,natural
559,ELF0000559,South Africa,Africa,13.08.2006,,2234,female,African,natural
560,ELF0000560,Botswana,Africa,05.07.1983,23.05.2023,4568,male,African,natural
561,ELF0000561,Zimbabwe,Africa,23.09.2009,,833,female,African,natural
562,ELF0000562,Zimbabwe,Africa,14.11.2023,,4242,female,African,natural
563,ELF0000563,Zimbabwe,Africa,03.10.1976,23.06.2016,2187,female,African,natural
564,ELF0000564,Zimbabwe,Africa,22.04.2019,,1744,female,African,natural
565,ELF0000565,South Africa,Africa,15.12.1976,24.03.2000,5863,male,African,natural
566,ELF0000566,Namibia,Africa,25.04.1970,24.02.1997,5810,male,African,natural
567,ELF0000567,Zimbabwe,Africa,26.03.2024,,4000,female,African,natural
568,ELF0000568,Mozambique,Africa,03.01.2023,,3983,female,African,natural
569,ELF0000569,Kenya,Africa,24.06.1972,27.03.1999,3631,male,African,natural
570,ELF0000570,Zimbabwe,Africa,23.04.2004,,2838,female,African,natural
571,ELF0000571,Uganda,Africa,17.06.1996,,1797,male,African,natural
572,ELF0000572,Tanzania,Africa,20.06.1987,12.02.2024,1760,female,African,natural
573,ELF0000573,Zimbabwe,Africa,25.05.2005,,5541,male,African,zoological garden
574,ELF0000574,Botswana,Africa,05.02.1991,31.07.2012,4869,male,African,natural
575,ELF0000575,Kenya,Africa,02.08.2005,,2843,female,African,natural
576,ELF0000576,Kenya,Africa,23.09.2000,,3211,female,African,natural
577,ELF0000577,Zimbabwe,Africa,16.01.2009,,5288,male,African,natural
578,ELF0000578,Zimbabwe,Africa,27.01.1987,28.07.2019,4958,male,Asian,natural
579,ELF0000579,Zimbabwe,Africa,26.09.1972,12.03.2002,1346,female,Asian,natural
580,ELF0000580,Botswana,Africa,09.02.1978,17.05.2012,4505,female,Asian,natural
581,ELF0000581,South Africa,Africa,25.07.2016,,5327,male,African,natural
582,ELF0000582,Botswana,Africa,28.03.1979,19.12.2006,1738,female,African,natural
583,ELF0000583,Sri Lanka,Asia,25.12.1992,18.10.2023,976,female,Asian,natural
584,ELF0000584,South Africa,Africa,06.05.2013,,3472,male,African,natural
585,ELF0000585,Zimbabwe,Africa,07.04.1982,06.11.2015,2947,female,African,natural
586,ELF0000586,Malawi,Africa,29.09.2024,,2420,female,African,natural
587,ELF0000587,Tanzania,Africa,08.09.1987,06.08.2013,4919,male,African,natural
588,ELF0000588,Botswana,Africa,15.07.1971,22.05.2000,2622,female,African,natural
589,ELF0000589,Kenya,Africa,21.02.1993,13.08.2018,2498,female,African,natural
590,ELF0000590,Botswana,Africa,16.07.1972,19.03.1999,5318,male,African,natural
591,ELF0000591,Zambia,Africa,26.02.1993,16.01.2019,6548,male,African,natural
592,ELF0000592,Botswana,Africa,21.05.2024,,3380,female,African,natural
593,ELF0000593,Botswana,Africa,14.09.1992,26.11.2023,1621,male,African,natural
594,ELF0000594,Zimbabwe,Africa,09.05.2009,,2720,female,African,natural
595,ELF0000595,Tanzania,Africa,19.11.1978,07.09.2008,2597,female,African,natural
596,ELF0000596,Zimbabwe,Africa,12.05.2006,,1726,female,Asian,natural
597,ELF0000597,Botswana,Africa,16.12.1980,22.12.2003,4360,male,African,natural
